CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Barrow County,50,13,13,7,0,73190,36129,37061,29642,30228,4121,4483,200,158,1367,1365,26,32,773,795,30378,30966,4545,4949,427,386,1508,1512,57,65,32424,33735,26403,27330,3954,4331,79,73,1338,1326,19,21,631,654,27005,27933,4305,4722,248,245,1465,1460,43,48,3705,3326,3239,2898,167,152,121,85,29,39,7,11,142,141,3373,3033,240,227,179,141,43,52,14,17
Barry County,100,55,24,14,0,94997,47620,47377,45856,45565,284,224,343,395,419,474,20,11,698,708,46531,46236,506,443,736,818,523,563,37,38,45130,45167,43587,43588,253,182,273,311,390,452,15,9,612,625,44182,44181,435,369,618,684,487,536,30,34,2490,2210,2269,1977,31,42,70,84,29,22,5,2,86,83,2349,2055,71,74,118,134,36,27,7,4
Bartholomew County,50,18,5,7,0,80220,39989,40231,35552,36693,1019,804,231,170,2552,1894,39,31,596,639,36126,37299,1345,1157,421,367,2667,2015,68,57,37196,37971,33126,34683,915,725,82,81,2537,1875,24,19,512,588,33620,35240,1197,1053,231,255,2638,1989,49,45,2793,2260,2426,2010,104,79,149,89,15,19,15,12,84,51,2506,2059,148,104,190,112,29,26,19,12
Barton County,100,49,20,14,0,39277,19440,19837,18502,18886,330,268,196,203,38,109,11,18,363,353,18851,19218,457,400,402,402,80,148,21,33,17257,17862,16539,17088,254,207,121,146,36,105,5,9,302,307,16830,17375,357,315,292,323,72,141,14,24,2183,1975,1963,1798,76,61,75,57,2,4,6,9,61,46,2021,1843,100,85,110,79,8,7,7,9
Bartow County,50,13,15,7,0,101795,50174,51621,43093,44041,5337,5720,281,294,445,541,42,43,976,982,44015,44954,5823,6265,662,629,601,708,74,80,45837,47760,39365,40694,5108,5530,132,161,422,519,24,24,786,832,40108,41463,5516,6005,401,427,565,673,51,55,4337,3861,3728,3347,229,190,149,133,23,22,18,19,190,150,3907,3491,307,260,261,202,36,35,23,25
Bastrop County,50,48,21,7,0,78148,39751,38397,34585,33570,3298,2945,733,624,333,393,62,54,740,811,35270,34314,3604,3290,1085,1005,453,528,103,91,25431,25353,21409,21617,3028,2664,189,168,262,318,34,30,509,556,21878,22121,3253,2919,404,407,359,425,62,54,14320,13044,13176,11953,270,281,544,456,71,75,28,24,231,255,13392,12193,351,371,681,598,94,103,41,37
Bates County,50,29,13,7,0,16562,8174,8388,7861,8119,118,65,66,58,15,19,2,0,112,127,7970,8238,156,109,130,128,28,34,4,7,7977,8209,7703,7966,114,59,52,47,14,19,2,0,92,118,7793,8077,142,98,106,114,26,33,4,6,197,179,158,153,4,6,14,11,1,0,0,0,20,9,177,161,14,11,24,14,2,1,0,1
Bath County,100,72,28,14,0,16713,8308,8405,7953,8085,231,162,20,17,15,30,8,4,81,107,8031,8188,268,224,53,54,29,40,12,9,8174,8292,7848,7986,217,157,11,14,14,30,3,0,81,105,7926,8087,254,218,44,49,28,40,7,5,134,113,105,99,14,5,9,3,1,0,5,4,0,2,105,101,14,6,9,5,1,0,5,4
Baxter County,50,5,5,7,0,40842,19702,21140,19077,20502,80,63,151,133,90,140,8,11,296,291,19367,20772,131,121,358,355,132,181,18,16,19292,20735,18731,20152,74,54,129,113,88,135,6,11,264,270,18990,20401,112,105,320,322,129,173,12,16,410,405,346,350,6,9,22,20,2,5,2,0,32,21,377,371,19,16,38,33,3,8,6,0
Bay County,100,38,22,14,0,284959,141258,143701,123277,124859,11136,10922,1012,1028,1932,2805,135,137,3766,3950,126785,128500,12851,12765,2241,2351,3039,3955,319,327,133203,136163,116433,118473,10650,10548,802,812,1871,2738,104,112,3343,3480,119547,121686,12155,12148,1855,1949,2911,3808,266,273,8055,7538,6844,6386,486,374,210,216,61,67,31,25,423,470,7238,6814,696,617,386,402,128,147,53,54
Bayfield County,50,55,7,7,0,14964,7644,7320,6605,6282,50,43,777,752,22,34,2,1,188,208,6790,6480,85,79,909,909,49,56,5,12,7517,7208,6541,6219,49,42,724,709,22,34,2,1,179,203,6717,6412,79,75,851,864,49,56,5,12,127,112,64,63,1,1,53,43,0,0,0,0,9,5,73,68,6,4,58,45,0,0,0,0
Baylor County,50,48,23,7,0,3586,1728,1858,1630,1750,52,57,15,9,0,6,1,2,30,34,1657,1783,67,72,26,25,6,8,2,4,1525,1611,1450,1519,46,48,5,5,0,6,1,2,23,31,1470,1549,58,60,12,21,6,8,2,4,203,247,180,231,6,9,10,4,0,0,0,0,7,3,187,234,9,12,14,4,0,0,0,0
Beadle County,50,46,5,7,0,18304,9242,9062,8087,7982,189,119,122,113,677,639,17,17,150,192,8229,8156,266,230,190,194,694,662,21,24,8309,8297,7315,7339,132,80,81,86,672,629,5,5,104,158,7413,7483,191,178,119,142,686,648,8,9,933,765,772,643,57,39,41,27,5,10,12,12,46,34,816,673,75,52,71,52,8,14,13,15
Bear Lake County,50,16,7,7,0,5955,2953,3002,2885,2915,7,9,24,28,10,22,0,1,27,27,2912,2942,16,14,38,40,14,27,0,6,2818,2890,2765,2818,5,8,12,19,9,18,0,1,27,26,2792,2844,14,13,26,30,13,23,0,6,135,112,120,97,2,1,12,9,1,4,0,0,0,1,120,98,2,1,12,10,1,4,0,0
Beaufort County,100,82,26,14,0,222631,108945,113686,83815,85281,21267,24282,646,553,1148,1452,134,131,1935,1987,85504,86990,22430,25497,1193,1124,1678,1985,240,241,96578,102751,73105,75948,20498,23548,272,227,1053,1346,57,47,1593,1635,74497,77353,21457,24557,683,671,1509,1787,143,134,12367,10935,10710,9333,769,734,374,326,95,106,77,84,342,352,11007,9637,973,940,510,453,169,198,97,107
Beauregard Parish,50,22,11,7,0,36220,18610,17610,15100,14615,2721,2153,204,207,117,148,15,18,453,469,15506,15025,2941,2403,388,398,204,242,39,37,17944,16951,14603,14127,2671,2081,165,182,109,138,13,13,383,410,14950,14489,2855,2297,316,349,183,221,33,28,666,659,497,488,50,72,39,25,8,10,2,5,70,59,556,536,86,106,72,49,21,21,6,9
Beaver County,150,131,15,21,0,181275,87999,93276,80399,85113,5275,5565,244,235,390,578,44,40,1647,1745,81965,86754,6405,6792,611,622,638,827,91,93,85787,91124,78513,83271,5176,5467,159,151,376,558,31,29,1532,1648,79971,84817,6236,6643,484,500,612,797,74,80,2212,2152,1886,1842,99,98,85,84,14,20,13,11,115,97,1994,1937,169,149,127,122,26,30,17,13
Beaverhead County,50,30,1,7,0,9310,4750,4560,4486,4354,29,16,91,86,16,28,21,11,107,65,4582,4415,46,32,159,125,45,41,26,14,4558,4404,4321,4219,22,12,77,77,16,28,21,11,101,57,4411,4272,39,27,140,111,44,38,25,14,192,156,165,135,7,4,14,9,0,0,0,0,6,8,171,143,7,5,19,14,1,3,1,0
Becker County,50,27,5,7,0,33246,16638,16608,14665,14496,102,83,1244,1397,70,95,5,5,552,532,15204,15010,172,167,1675,1810,129,150,15,13,16285,16337,14476,14356,90,69,1142,1311,68,95,5,3,504,503,14967,14841,149,144,1539,1705,124,148,15,11,353,271,189,140,12,14,102,86,2,0,0,2,48,29,237,169,23,23,136,105,5,2,0,2
Beckham County,50,40,9,7,0,23733,12723,11010,11058,9935,813,250,403,410,142,81,2,3,305,331,11348,10234,907,360,597,639,177,104,10,12,10505,9865,9058,8972,759,226,311,332,135,74,2,2,240,259,9286,9206,834,319,459,507,165,92,8,8,2218,1145,2000,963,54,24,92,78,7,7,0,1,65,72,2062,1028,73,41,138,132,12,12,2,4
Bedford County,150,140,31,21,0,172462,85219,87243,77986,79866,4748,4799,454,415,709,900,51,55,1271,1208,79202,80974,5460,5511,820,777,964,1133,99,108,81312,83640,74737,76917,4521,4572,210,196,643,833,24,20,1177,1102,75869,77932,5175,5230,539,517,884,1050,67,61,3907,3603,3249,2949,227,227,244,219,66,67,27,35,94,106,3333,3042,285,281,281,260,80,83,32,47
Bee County,50,48,25,7,0,32911,19786,13125,16798,12369,2525,315,142,128,104,106,14,15,203,192,16987,12548,2606,394,234,210,145,142,23,26,9304,4636,6614,4166,2439,233,42,35,88,82,7,8,114,112,6720,4267,2490,283,86,76,115,108,11,16,10482,8489,10184,8203,86,82,100,93,16,24,7,7,89,80,10267,8281,116,111,148,134,30,34,12,10
Belknap County,50,33,1,7,0,60428,29701,30727,28619,29670,268,169,89,74,322,385,7,7,396,422,28998,30077,407,311,251,262,439,507,29,24,29209,30216,28199,29226,243,145,75,63,317,381,2,6,373,395,28559,29608,368,272,229,242,427,497,21,23,492,511,420,444,25,24,14,11,5,4,5,1,23,27,439,469,39,39,22,20,12,10,8,1
Bell County,100,69,40,14,0,357107,177992,179115,125387,124243,37860,37702,1984,1794,4362,6313,1278,1307,7121,7756,131520,130853,42012,42293,3658,3642,6772,8890,1907,2032,138476,140501,92252,92581,34887,34213,896,748,3908,5885,1038,1092,5495,5982,96960,97620,38133,37815,2021,2016,5885,8002,1511,1632,39516,38614,33135,31662,2973,3489,1088,1046,454,428,240,215,1626,1774,34560,33233,3879,4478,1637,1626,887,888,396,400
Belmont County,50,39,13,7,0,69414,35428,33986,32451,32668,2295,608,56,56,153,145,8,3,465,506,32899,33141,2580,917,182,220,223,217,23,15,35056,33735,32129,32451,2274,597,51,50,153,143,4,3,445,491,32558,32909,2546,900,170,207,221,213,19,15,372,251,322,217,21,11,5,6,0,2,4,0,20,15,341,232,34,17,12,13,2,4,4,0
Beltrami County,50,27,7,7,0,45623,22775,22848,16910,16933,217,151,4760,4895,140,179,13,6,735,684,17608,17576,403,315,5243,5363,254,276,32,27,22292,22399,16681,16715,206,137,4579,4712,138,176,13,6,675,653,17322,17327,375,292,5021,5160,247,271,30,26,483,449,229,218,11,14,181,183,2,3,0,0,60,31,286,249,28,23,222,203,7,5,2,1
Ben Hill County,50,13,17,7,0,17417,8274,9143,5265,5468,2797,3420,51,50,72,64,2,4,87,137,5348,5590,2846,3507,80,93,84,84,4,11,7696,8630,4782,5039,2754,3374,19,33,65,59,0,0,76,125,4854,5149,2799,3454,41,73,77,77,2,7,578,513,483,429,43,46,32,17,7,5,2,4,11,12,494,441,47,53,39,20,7,7,2,4
Benewah County,50,16,9,7,0,9080,4596,4484,4002,3882,22,12,385,379,11,24,5,3,171,184,4173,4062,41,44,516,507,31,48,8,14,4428,4356,3905,3798,19,10,332,355,10,24,5,3,157,166,4062,3960,34,37,454,476,29,44,8,12,168,128,97,84,3,2,53,24,1,0,0,0,14,18,111,102,7,7,62,31,2,4,0,2
Bennett County,50,46,7,7,0,3432,1641,1791,597,593,9,8,957,1069,3,19,1,0,74,102,670,690,24,22,1013,1156,10,24,1,2,1562,1741,572,579,7,7,916,1038,3,19,1,0,63,98,634,672,18,21,965,1121,9,24,1,2,79,50,25,14,2,1,41,31,0,0,0,0,11,4,36,18,6,1,48,35,1,0,0,0
Bennington County,50,50,3,7,0,36412,17687,18725,17024,18089,205,161,85,46,131,169,12,8,230,252,17249,18331,293,259,178,148,187,234,21,19,17350,18397,16760,17813,190,148,51,31,125,166,11,4,213,235,16968,18039,270,236,140,128,177,227,19,15,337,328,264,276,15,13,34,15,6,3,1,4,17,17,281,292,23,23,38,20,10,7,2,4
Benson County,50,38,5,7,0,6854,3535,3319,1567,1360,6,5,1854,1889,20,3,0,0,88,62,1649,1419,20,20,1919,1933,34,8,3,4,3429,3242,1536,1329,6,5,1785,1848,20,3,0,0,82,57,1614,1383,17,18,1845,1888,34,7,3,3,106,77,31,31,0,0,69,41,0,0,0,0,6,5,35,36,3,2,74,45,0,1,0,1
Bent County,50,8,11,7,0,5773,3786,1987,3120,1848,425,11,122,62,65,18,5,3,49,45,3166,1892,440,27,150,78,72,29,7,6,2553,1384,1999,1311,413,6,63,22,55,16,3,3,20,26,2016,1337,421,16,72,30,60,22,4,5,1233,603,1121,537,12,5,59,40,10,2,2,0,29,19,1150,555,19,11,78,48,12,7,3,1
Benton County,450,267,71,63,0,632926,315743,317183,285404,288028,7374,6150,4030,4202,10211,10181,873,789,7851,7833,292903,295432,9518,8289,7594,7867,12741,12659,1394,1332,271669,275304,244799,249425,6711,5532,2832,3084,9848,9827,697,664,6782,6772,251317,255850,8554,7381,5764,6115,12129,12061,1125,1119,44074,41879,40605,38603,663,618,1198,1118,363,354,176,125,1069,1061,41586,39582,964,908,1830,1752,612,598,269,213
Benzie County,50,26,19,7,0,17505,8684,8821,8352,8469,57,52,133,137,22,36,1,0,119,127,8468,8585,100,103,197,199,39,56,3,8,8488,8609,8179,8280,56,50,125,126,19,34,0,0,109,119,8285,8390,95,96,182,185,36,52,2,8,196,212,173,189,1,2,8,11,3,2,1,0,10,8,183,195,5,7,15,14,3,4,1,0
Bergen County,50,34,3,7,0,932836,451725,481111,337779,356111,30046,34145,2034,1868,72421,79454,358,372,9087,9161,345687,363930,34213,38520,3818,3726,76945,83924,877,1002,367397,393246,265746,280853,23459,27070,473,470,71446,78482,133,134,6140,6237,270944,286000,25712,29499,1418,1515,75261,82264,543,644,84328,87865,72033,75258,6587,7075,1561,1398,975,972,225,238,2947,2924,74743,77930,8501,9021,2400,2211,1684,1660,334,358
