CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Atchison County,100,49,10,2,0,22609,11054,11555,10314,10803,453,422,51,55,31,48,5,6,200,221,10511,11015,564,537,138,151,48,65,9,15,10828,11343,10107,10619,444,418,49,47,31,48,5,6,192,205,10296,10815,553,528,130,134,48,64,9,14,226,212,207,184,9,4,2,8,0,0,0,0,8,16,215,200,11,9,8,17,0,1,0,1
Athens County,50,39,9,1,0,64757,32427,32330,29866,29823,916,889,91,84,880,882,12,5,662,647,30492,30426,1203,1186,388,373,1043,1050,32,31,31940,31815,29465,29396,896,864,75,67,877,877,9,4,618,607,30052,29963,1163,1139,343,334,1033,1036,25,23,487,515,401,427,20,25,16,17,3,5,3,1,44,40,440,463,40,47,45,39,10,14,7,8
Atkinson County,50,13,3,1,0,8375,4240,4135,3345,3182,696,795,59,45,28,20,52,31,60,62,3402,3240,733,832,84,65,30,29,52,33,3088,3248,2360,2421,663,766,19,12,9,8,11,3,26,38,2383,2455,678,785,31,26,11,17,11,5,1152,887,985,761,33,29,40,33,19,12,41,28,34,24,1019,785,55,47,53,39,19,12,41,28
Atlantic County,50,34,1,1,0,274549,133175,141374,96558,100994,22295,25245,932,874,10258,11000,92,85,3040,3176,99121,103639,24098,27181,1856,1891,11226,11950,213,217,109743,118565,78044,83193,19141,21936,248,250,10041,10761,26,38,2243,2387,79887,85151,20371,23290,922,1003,10875,11592,107,134,23432,22809,18514,17801,3154,3309,684,624,217,239,66,47,797,789,19234,18488,3727,3891,934,888,351,358,106,83
Atoka County,50,40,5,1,0,14182,7384,6798,5491,5092,378,155,1019,994,23,32,5,2,468,523,5932,5583,441,238,1463,1469,36,49,11,2,7137,6636,5328,4998,373,155,962,942,23,32,5,2,446,507,5751,5473,432,238,1384,1401,35,49,10,2,247,162,163,94,5,0,57,52,0,0,0,0,22,16,181,110,9,0,79,68,1,0,1,0
Attala County,50,28,7,1,0,19564,9303,10261,5453,5686,3753,4464,21,24,26,33,1,3,49,51,5492,5728,3786,4498,42,49,36,42,3,6,9128,10113,5307,5564,3733,4448,16,19,23,30,1,3,48,49,5346,5605,3765,4480,37,42,32,38,3,5,175,148,146,122,20,16,5,5,3,3,0,0,1,2,146,123,21,18,5,7,4,4,0,1
Audrain County,50,29,7,1,0,25529,11798,13731,10831,12388,643,1022,44,62,73,42,3,5,204,212,11031,12594,775,1156,96,113,103,80,9,17,11415,13449,10489,12137,630,1014,32,49,73,42,1,3,190,204,10676,12336,753,1145,80,97,100,78,7,14,383,282,342,251,13,8,12,13,0,0,2,2,14,8,355,258,22,11,16,16,3,2,2,3
Audubon County,50,19,9,1,0,6119,2957,3162,2918,3121,8,6,4,5,12,13,0,1,15,16,2933,3136,15,14,12,10,16,17,0,2,2943,3139,2908,3101,6,3,2,5,12,13,0,1,15,16,2923,3116,13,11,10,10,16,17,0,2,14,23,10,20,2,3,2,0,0,0,0,0,0,0,10,20,2,3,2,0,0,0,0,0
Auglaize County,50,39,11,1,0,45949,22787,23162,22365,22753,91,52,51,43,76,96,16,8,188,210,22551,22957,173,149,137,119,116,148,22,22,22495,22911,22115,22537,79,48,39,36,72,93,10,6,180,191,22293,22723,161,140,118,100,111,137,15,16,292,251,250,216,12,4,12,7,4,3,6,2,8,19,258,234,12,9,19,19,5,11,7,6
Augusta County,50,51,15,1,0,73750,37412,36338,34742,34653,2017,948,84,86,177,215,15,10,377,426,35110,35069,2196,1164,225,237,245,292,28,20,36583,35642,34013,34048,1973,918,69,72,169,204,9,5,350,395,34356,34435,2141,1117,197,216,232,274,20,13,829,696,729,605,44,30,15,14,8,11,6,5,27,31,754,634,55,47,28,21,13,18,8,7
Aurora County,50,46,3,1,0,2710,1381,1329,1330,1296,8,3,23,17,12,6,0,0,8,7,1338,1301,10,5,27,23,13,8,1,0,1318,1291,1270,1261,7,2,21,17,12,6,0,0,8,5,1278,1266,9,2,25,21,13,7,1,0,63,38,60,35,1,1,2,0,0,0,0,0,0,2,60,35,1,3,2,2,0,1,0,0
Austin County,50,48,15,1,0,28417,14073,14344,12374,12578,1359,1412,111,105,58,76,2,1,169,172,12522,12736,1451,1508,187,187,84,91,13,8,10644,11132,9142,9553,1299,1335,32,48,46,67,2,0,123,129,9247,9671,1367,1406,84,103,69,81,11,5,3429,3212,3232,3025,60,77,79,57,12,9,0,1,46,43,3275,3065,84,102,103,84,15,10,2,3
Autauga County,50,1,1,1,0,54571,26569,28002,21295,22002,4559,5130,119,139,200,284,29,18,367,429,21633,22391,4704,5306,277,314,300,409,42,37,25875,27386,20709,21485,4512,5091,103,115,194,280,13,9,344,406,21026,21853,4647,5258,251,282,291,398,23,27,694,616,586,517,47,39,16,24,6,4,16,9,23,23,607,538,57,48,26,32,9,11,19,10
Avery County,50,37,11,1,0,17797,9690,8107,8889,7913,648,65,57,33,33,26,4,4,59,66,8946,7978,659,75,92,78,46,40,8,5,9151,7849,8381,7665,645,64,37,29,32,25,2,3,54,63,8433,7727,655,73,72,74,43,37,4,4,539,258,508,248,3,1,20,4,1,1,2,1,5,3,513,251,4,2,20,4,3,3,4,1
Avoyelles Parish,50,22,9,1,0,42073,21097,20976,13888,14433,6584,5868,269,247,67,76,0,3,289,349,14078,14665,6797,6125,435,464,86,94,11,9,20806,20661,13685,14229,6536,5803,243,229,67,75,0,3,275,322,13864,14441,6745,6047,398,426,84,90,8,8,291,315,203,204,48,65,26,18,0,1,0,0,14,27,214,224,52,78,37,38,2,4,3,1
Baca County,50,8,9,1,0,3788,1877,1911,1805,1834,12,12,28,28,1,5,0,0,31,32,1836,1866,18,18,51,54,4,7,1,0,1693,1747,1636,1693,10,10,20,19,1,5,0,0,26,20,1662,1713,15,13,39,36,3,5,1,0,184,164,169,141,2,2,8,9,0,0,0,0,5,12,174,153,3,5,12,18,1,2,0,0
Bacon County,50,13,5,1,0,11096,5491,5605,4542,4609,844,883,23,13,20,28,6,7,56,65,4593,4670,880,929,38,27,30,38,6,7,5021,5284,4118,4323,828,870,6,2,12,22,5,5,52,62,4168,4384,863,916,18,13,19,29,5,5,470,321,424,286,16,13,17,11,8,6,1,2,4,3,425,286,17,13,20,14,11,9,1,2
Bailey County,50,48,17,1,0,7165,3621,3544,3419,3374,62,39,96,83,18,15,2,8,24,25,3443,3398,71,43,110,98,21,22,2,8,1394,1488,1323,1426,42,25,7,9,12,11,0,0,10,17,1333,1443,45,26,13,19,14,17,0,0,2227,2056,2096,1948,20,14,89,74,6,4,2,8,14,8,2110,1955,26,17,97,79,7,5,2,8
Baker County,150,66,11,3,0,46700,23973,22727,20264,19747,3097,2287,127,146,119,127,6,10,360,410,20611,20132,3191,2409,369,410,154,180,17,20,23336,22171,19704,19271,3055,2257,122,129,110,125,6,10,339,379,20032,19627,3140,2369,350,370,145,175,16,18,637,556,560,476,42,30,5,17,9,2,0,0,21,31,579,505,51,40,19,40,9,5,1,2
Baldwin County,100,14,12,2,0,227985,111879,116106,91032,94118,17781,18542,739,730,823,1138,80,61,1424,1517,92350,95541,18325,19155,1444,1486,1125,1428,140,106,106956,112118,86637,90583,17576,18346,603,633,813,1121,53,51,1274,1384,87813,91887,18086,18922,1221,1305,1067,1373,92,79,4923,3988,4395,3535,205,196,136,97,10,17,27,10,150,133,4537,3654,239,233,223,181,58,55,48,27
Ballard County,50,21,7,1,0,8249,4096,4153,3896,3949,123,116,6,8,2,13,0,1,69,66,3960,4010,158,151,35,31,12,25,0,2,4049,4110,3852,3912,123,115,5,6,2,11,0,1,67,65,3916,3973,156,149,32,28,12,23,0,2,47,43,44,37,0,1,1,2,0,2,0,0,2,1,44,37,2,2,3,3,0,2,0,0
Baltimore County,50,24,5,1,0,805029,380409,424620,254763,276482,95716,116699,1593,1609,20089,20922,261,245,7987,8663,261564,283594,100476,122193,3832,4202,22717,23619,590,614,362814,408480,241206,264413,93417,114301,1020,1119,19850,20696,143,134,7178,7817,247299,270805,97665,119213,2903,3335,22303,23230,444,467,17595,16140,13557,12069,2299,2398,573,490,239,226,118,111,809,846,14265,12789,2811,2980,929,867,414,389,146,147
Baltimore city,50,24,510,1,0,620961,292249,328712,95809,97213,182229,216045,1406,1339,7214,7708,248,206,5343,6201,99873,101760,185698,220359,3437,3746,8656,9374,508,485,277863,317138,85388,89251,179989,213775,910,1000,7046,7562,102,100,4428,5450,88653,93183,182986,217654,2393,3007,8356,9077,326,338,14386,11574,10421,7962,2240,2270,496,339,168,146,146,106,915,751,11220,8577,2712,2705,1044,739,300,297,182,147
Bamberg County,50,45,9,1,0,15987,7605,8382,2937,2931,4538,5316,23,28,35,35,4,2,68,70,2993,2988,4582,5358,53,69,49,43,5,4,7461,8268,2838,2857,4506,5286,17,22,35,35,1,2,64,66,2893,2910,4546,5328,45,59,49,43,1,4,144,114,99,74,32,30,6,6,0,0,3,0,4,4,100,78,36,30,8,10,0,0,4,0
Bandera County,50,48,19,1,0,20485,10172,10313,9870,10008,59,43,109,92,20,39,4,2,110,129,9974,10127,75,68,188,181,38,64,9,5,8433,8637,8211,8399,50,40,66,55,19,38,0,0,87,105,8294,8499,63,60,128,127,34,56,3,2,1739,1676,1659,1609,9,3,43,37,1,1,4,2,23,24,1680,1628,12,8,60,54,4,8,6,3
Banks County,50,13,11,1,0,18395,9298,9097,8829,8653,215,221,44,41,96,81,9,12,105,89,8929,8741,246,252,107,96,117,89,12,16,8710,8644,8294,8243,205,211,14,23,95,81,0,0,102,86,8392,8328,235,242,74,75,115,89,3,4,588,453,535,410,10,10,30,18,1,0,9,12,3,3,537,413,11,10,33,21,2,0,9,12
Banner County,50,31,7,1,0,690,354,336,348,334,0,0,2,1,0,0,0,0,4,1,352,335,0,0,4,1,2,1,0,0,339,325,333,323,0,0,2,1,0,0,0,0,4,1,337,324,0,0,4,1,2,1,0,0,15,11,15,11,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0
Bannock County,50,16,5,1,0,82839,41298,41541,37949,38340,391,267,1442,1382,511,597,114,87,891,868,38789,39167,608,461,1856,1804,785,866,219,167,38460,38792,35591,36056,355,241,1186,1123,492,574,97,74,739,724,36289,36751,542,404,1479,1437,748,820,197,147,2838,2749,2358,2284,36,26,256,259,19,23,17,13,152,144,2500,2416,66,57,377,367,37,46,22,20
Baraga County,50,26,13,1,0,8860,4863,3997,3475,3187,624,12,577,585,7,6,0,0,180,207,3646,3383,642,30,739,774,20,17,9,9,4816,3958,3448,3167,624,12,562,568,7,6,0,0,175,205,3615,3361,641,28,719,755,20,17,9,9,47,39,27,20,0,0,15,17,0,0,0,0,5,2,31,22,1,2,20,19,0,0,0,0
Barber County,50,20,7,1,0,4861,2451,2410,2388,2337,14,8,15,17,7,13,0,0,27,35,2415,2372,24,18,29,37,10,19,0,0,2395,2347,2337,2286,13,7,13,12,7,13,0,0,25,29,2362,2315,22,11,27,31,9,19,0,0,56,63,51,51,1,1,2,5,0,0,0,0,2,6,53,57,2,7,2,6,1,0,0,0
Barbour County,100,55,6,2,0,44046,22766,21280,15383,14694,6880,6188,151,111,74,76,32,18,246,193,15580,14864,7029,6293,289,217,94,90,37,27,21936,20627,14709,14151,6815,6138,86,67,73,74,19,8,234,189,14897,14317,6960,6242,217,171,89,86,22,16,830,653,674,543,65,50,65,44,1,2,13,10,12,4,683,547,69,51,72,46,5,4,15,11
Barnes County,50,38,3,1,0,11066,5490,5576,5292,5403,62,25,34,42,32,28,2,1,68,77,5351,5477,82,54,66,83,53,39,9,5,5417,5526,5241,5361,59,25,29,42,30,28,1,0,57,70,5294,5430,74,51,56,78,48,39,4,2,73,50,51,42,3,0,5,0,2,0,1,1,11,7,57,47,8,3,10,5,5,0,5,3
Barnstable County,50,25,1,1,0,215888,102854,113034,96795,107082,2505,2123,776,725,1088,1304,69,53,1621,1747,98232,108659,3353,3005,1447,1484,1439,1692,138,117,100422,110779,94803,105209,2331,1970,680,641,1068,1289,47,38,1493,1632,96127,106685,3113,2789,1294,1347,1397,1655,107,93,2432,2255,1992,1873,174,153,96,84,20,15,22,15,128,115,2105,1974,240,216,153,137,42,37,31,24
Barnwell County,50,45,11,1,0,22621,10809,11812,5867,6165,4672,5390,44,46,64,63,4,1,158,147,6013,6289,4756,5483,122,115,80,75,9,9,10552,11658,5671,6056,4628,5351,42,43,64,63,1,1,146,144,5805,6177,4712,5443,109,110,79,75,6,9,257,154,196,109,44,39,2,3,0,0,3,0,12,3,208,112,44,40,13,5,1,0,3,0
Barren County,50,21,9,1,0,42173,20464,21709,19124,20388,821,835,78,50,83,112,41,23,317,301,19436,20685,984,1020,212,153,114,147,49,31,19789,21274,18594,20044,806,821,36,27,81,100,2,3,270,279,18859,20319,957,993,133,113,110,134,9,11,675,435,530,344,15,14,42,23,2,12,39,20,47,22,577,366,27,27,79,40,4,13,40,20
Barron County,50,55,5,1,0,45870,22814,23056,22030,22318,257,163,202,220,92,136,5,0,228,219,22245,22523,333,232,319,338,139,185,13,7,22383,22625,21651,21932,245,153,181,199,90,135,3,0,213,206,21851,22125,315,219,290,307,136,182,11,7,431,431,379,386,12,10,21,21,2,1,2,0,15,13,394,398,18,13,29,31,3,3,2,0
Barrow County,50,13,13,1,0,69367,34208,35159,28371,28838,3747,4289,163,139,1248,1185,22,23,657,685,28981,29471,4096,4663,410,361,1381,1336,36,47,31038,32292,25551,26294,3638,4178,67,66,1231,1164,15,15,536,575,26050,26826,3943,4506,245,231,1341,1295,26,36,3170,2867,2820,2544,109,111,96,73,17,21,7,8,121,110,2931,2645,153,157,165,130,40,41,10,11
Barry County,100,55,24,2,0,94770,47375,47395,45862,45915,200,136,320,330,346,366,10,5,637,643,46480,46546,376,291,715,746,436,455,35,33,45278,45411,43930,44105,180,113,274,267,323,354,7,4,564,568,44483,44666,333,251,619,634,405,431,21,24,2097,1984,1932,1810,20,23,46,63,23,12,3,1,73,75,1997,1880,43,40,96,112,31,24,14,9
Bartholomew County,50,18,5,1,0,76794,37936,38858,34933,36196,865,668,214,159,1399,1272,33,25,492,538,35398,36723,1120,939,383,342,1490,1372,74,65,35243,36789,32570,34335,777,597,68,80,1390,1265,21,16,417,496,32967,34824,999,852,189,231,1466,1358,54,52,2693,2069,2363,1861,88,71,146,79,9,7,12,9,75,42,2431,1899,121,87,194,111,24,14,20,13
Barton County,100,49,20,2,0,40076,19702,20374,18856,19528,286,235,183,182,28,66,10,13,339,350,19187,19868,395,339,388,410,62,104,23,20,17624,18538,16972,17862,229,180,112,129,25,62,4,6,282,299,17249,18153,317,264,281,326,52,92,15,13,2078,1836,1884,1666,57,55,71,53,3,4,6,7,57,51,1938,1715,78,75,107,84,10,12,8,7
Bartow County,50,13,15,1,0,100157,49433,50724,42867,43702,4994,5437,296,280,357,406,45,42,874,857,43680,44512,5410,5869,676,627,498,555,78,75,45283,47184,39279,40625,4804,5259,134,154,336,391,30,24,700,731,39938,41320,5185,5657,379,415,461,521,51,56,4150,3540,3588,3077,190,178,162,126,21,15,15,18,174,126,3742,3192,225,212,297,212,37,34,27,19
Bastrop County,50,48,21,1,0,74171,37997,36174,33050,31683,3212,2811,682,587,278,315,54,50,721,728,33730,32372,3526,3135,1038,935,404,447,76,75,25164,24817,21261,21316,2987,2578,177,143,206,249,27,29,506,502,21739,21794,3214,2811,407,357,298,338,45,47,12833,11357,11789,10367,225,233,505,444,72,66,27,21,215,226,11991,10578,312,324,631,578,106,109,31,28
Bates County,50,29,13,1,0,17049,8407,8642,8122,8418,104,47,60,52,8,19,2,0,111,106,8232,8524,134,68,138,123,13,31,5,4,8249,8525,7987,8318,100,43,49,45,8,19,2,0,103,100,8089,8418,130,64,119,110,13,31,5,4,158,117,135,100,4,4,11,7,0,0,0,0,8,6,143,106,4,4,19,13,0,0,0,0
Bath County,100,72,28,2,0,16322,8141,8181,7833,7880,212,176,19,17,6,19,8,4,63,85,7896,7961,239,220,47,49,12,28,10,8,7983,8081,7706,7798,197,168,10,14,5,19,2,0,63,82,7769,7876,224,210,38,45,11,28,4,4,158,100,127,82,15,8,9,3,1,0,6,4,0,3,127,85,15,10,9,4,1,0,6,4
Baxter County,50,5,5,1,0,41513,20023,21490,19527,20942,40,27,128,115,56,114,7,11,265,281,19788,21219,65,65,330,330,106,153,19,22,19671,21154,19227,20639,36,23,112,105,54,110,5,11,237,266,19460,20901,56,58,292,305,96,148,13,21,352,336,300,303,4,4,16,10,2,4,2,0,28,15,328,318,9,7,38,25,10,5,6,1
Bay County,100,38,22,2,0,276623,136407,140216,120446,123236,10007,10157,909,915,1644,2395,102,92,3299,3421,123506,126435,11442,11630,2191,2226,2534,3324,250,220,129683,133740,114623,117699,9698,9807,751,771,1582,2340,81,74,2948,3049,117367,120550,10981,11138,1873,1903,2388,3175,213,196,6724,6476,5823,5537,309,350,158,144,62,55,21,18,351,372,6139,5885,461,492,318,323,146,149,37,24
Bayfield County,50,55,7,1,0,15014,7716,7298,6745,6320,37,15,730,710,13,36,1,0,190,217,6930,6530,54,32,892,901,27,53,6,4,7631,7225,6690,6274,36,14,707,686,13,36,1,0,184,215,6869,6482,51,31,863,875,27,53,6,4,85,73,55,46,1,1,23,24,0,0,0,0,6,2,61,48,3,1,29,26,0,0,0,0
Baylor County,50,48,23,1,0,3726,1795,1931,1723,1855,43,40,8,8,0,4,1,2,20,22,1743,1877,54,48,16,21,1,5,1,3,1587,1684,1528,1621,38,33,5,5,0,4,1,2,15,19,1543,1640,47,40,10,16,1,5,1,3,208,247,195,234,5,7,3,3,0,0,0,0,5,3,200,237,7,8,6,5,0,0,0,0
Beadle County,50,46,5,1,0,17398,8755,8643,8062,8041,116,71,107,98,356,281,10,12,104,140,8160,8175,179,149,150,155,364,290,12,18,8007,8054,7409,7533,79,40,86,79,353,280,3,5,77,117,7480,7644,122,105,119,126,361,289,5,10,748,589,653,508,37,31,21,19,3,1,7,7,27,23,680,531,57,44,31,29,3,1,7,8
Bear Lake County,50,16,7,1,0,5986,2972,3014,2926,2948,5,4,14,19,8,16,0,1,19,26,2945,2973,6,6,29,32,11,27,0,3,2855,2915,2817,2859,3,3,9,12,7,15,0,1,19,25,2836,2884,4,5,24,24,10,26,0,2,117,99,109,89,2,1,5,7,1,1,0,0,0,1,109,89,2,1,5,8,1,1,0,1
Beaufort County,100,82,26,2,0,209992,103097,106895,79142,79724,20669,23668,601,515,955,1255,108,120,1622,1613,80567,81126,21636,24627,1071,1006,1355,1681,223,215,90615,96644,68254,70901,19914,22987,241,227,851,1147,41,42,1314,1340,69402,72073,20699,23772,617,635,1192,1511,131,115,12482,10251,10888,8823,755,681,360,288,104,108,67,78,308,273,11165,9053,937,855,454,371,163,170,92,100
Beauregard Parish,50,22,11,1,0,35654,18170,17484,14881,14645,2595,2096,200,180,82,150,9,11,403,402,15257,15008,2767,2278,384,363,163,229,39,35,17673,16978,14514,14257,2558,2049,171,163,79,144,8,9,343,356,14832,14581,2711,2212,322,318,142,211,28,26,497,506,367,388,37,47,29,17,3,6,1,2,60,46,425,427,56,66,62,45,21,18,11,9
Beaver County,150,131,15,3,0,182804,88559,94245,81371,86386,5205,5617,191,188,333,490,38,31,1421,1533,82704,87820,6163,6684,597,612,517,675,77,73,86607,92348,79671,84721,5135,5545,129,136,321,480,28,21,1323,1445,80913,86075,6043,6570,486,510,494,660,65,62,1952,1897,1700,1665,70,72,62,52,12,10,10,10,98,88,1791,1745,120,114,111,102,23,15,12,11
Beaverhead County,50,30,1,1,0,9246,4731,4515,4540,4343,17,6,69,66,12,24,25,13,68,63,4602,4404,25,11,116,113,25,36,33,15,4533,4375,4359,4218,15,4,59,58,12,24,25,13,63,58,4416,4274,23,9,102,101,24,35,32,15,198,140,181,125,2,2,10,8,0,0,0,0,5,5,186,130,2,2,14,12,1,1,1,0
Becker County,50,27,5,1,0,32504,16314,16190,14497,14307,79,65,1205,1269,53,74,4,5,476,470,14958,14765,133,107,1604,1672,96,109,12,15,16095,16011,14360,14194,71,58,1148,1228,52,74,4,3,460,454,14806,14636,122,99,1532,1616,94,109,10,13,219,179,137,113,8,7,57,41,1,0,0,2,16,16,152,129,11,8,72,56,2,0,2,2
Beckham County,50,40,9,1,0,22119,11831,10288,10391,9418,716,186,337,354,132,69,2,0,253,261,10629,9664,801,264,512,550,148,81,9,4,10070,9430,8789,8685,676,175,272,294,126,63,2,0,205,213,8982,8885,738,236,416,458,140,72,4,0,1761,858,1602,733,40,11,65,60,6,6,0,0,48,48,1647,779,63,28,96,92,8,9,5,4
Bedford County,150,140,31,3,0,163496,81119,82377,75289,76532,4043,3914,295,285,550,695,54,49,888,902,76146,77388,4516,4372,600,614,711,877,84,76,77556,79317,72188,73899,3861,3755,163,168,496,646,25,24,823,825,72988,74687,4295,4176,439,456,646,816,51,44,3563,3060,3101,2633,182,159,132,117,54,49,29,25,65,77,3158,2701,221,196,161,158,65,61,33,32
Bee County,50,48,25,1,0,31861,19063,12798,16302,12186,2396,252,114,107,91,96,13,10,147,147,16434,12323,2448,305,182,174,126,128,25,21,9246,4709,6702,4310,2335,193,41,29,80,83,6,5,82,89,6775,4395,2362,223,76,70,104,101,14,10,9817,8089,9600,7876,61,59,73,78,11,13,7,5,65,58,9659,7928,86,82,106,104,22,27,11,11
Belknap County,50,33,1,1,0,60088,29480,30608,28565,29663,165,125,75,60,332,383,7,7,336,370,28893,30026,248,228,260,250,416,475,16,16,29125,30239,28257,29342,153,114,67,53,327,379,3,6,318,345,28568,29680,229,201,240,233,409,470,11,14,355,369,308,321,12,11,8,7,5,4,4,1,18,25,325,346,19,27,20,17,7,5,5,2
Bell County,100,69,40,2,0,338926,167401,171525,119786,120671,34762,35419,1765,1662,3689,5697,1315,1407,6084,6669,124976,126235,38188,39256,3307,3494,5709,7884,1937,2082,133722,137996,91785,93258,32051,32253,802,751,3260,5302,1085,1190,4739,5242,95810,97609,34757,35350,1913,2062,4865,7064,1533,1678,33679,33529,28001,27413,2711,3166,963,911,429,395,230,217,1345,1427,29166,28626,3431,3906,1394,1432,844,820,404,404
Belmont County,50,39,13,1,0,70400,35492,34908,32676,33654,2247,602,44,45,126,134,8,2,391,471,33056,34117,2499,896,166,214,173,191,16,9,35227,34744,32447,33515,2229,593,43,43,126,132,4,2,378,459,32814,33966,2475,882,161,207,173,187,9,8,265,164,229,139,18,9,1,2,0,2,4,0,13,12,242,151,24,14,5,7,0,4,7,1
Beltrami County,50,27,7,1,0,44442,22184,22258,16689,16748,173,98,4514,4543,129,182,11,7,668,680,17314,17366,320,240,5019,5096,215,250,20,11,21824,21942,16498,16582,166,89,4403,4435,127,179,11,7,619,650,17079,17173,305,224,4866,4961,203,243,18,11,360,316,191,166,7,9,111,108,2,3,0,0,49,30,235,193,15,16,153,135,12,7,2,0
Ben Hill County,50,13,17,1,0,17634,8439,9195,5474,5596,2778,3371,49,42,64,66,4,3,70,117,5536,5698,2824,3434,79,99,70,80,6,5,7867,8741,4976,5197,2747,3349,19,28,59,61,2,0,64,106,5034,5292,2789,3406,44,75,65,75,4,2,572,454,498,399,31,22,30,14,5,5,2,3,6,11,502,406,35,28,35,24,5,5,2,3
Benewah County,50,16,9,1,0,9285,4732,4553,4119,3963,18,10,416,400,10,17,3,4,166,159,4274,4105,36,39,566,538,18,38,8,10,4604,4446,4029,3895,17,8,389,376,10,17,3,3,156,147,4179,4032,29,29,530,503,17,38,8,8,128,107,90,68,1,2,27,24,0,0,0,1,10,12,95,73,7,10,36,35,1,0,0,2
Bennett County,50,46,7,1,0,3431,1684,1747,602,558,2,2,1024,1088,3,10,2,1,51,88,652,643,8,9,1071,1172,3,10,2,1,1648,1716,590,552,1,2,1007,1066,3,10,2,1,45,85,635,634,4,9,1050,1147,3,10,2,1,36,31,12,6,1,0,17,22,0,0,0,0,6,3,17,9,4,0,21,25,0,0,0,0
Bennington County,50,50,3,1,0,37125,17954,19171,17372,18611,173,136,67,40,122,153,9,7,211,224,17582,18832,243,216,166,131,176,208,10,12,17717,18883,17187,18362,163,128,42,29,116,151,9,4,200,209,17386,18568,223,198,138,116,169,205,10,9,237,288,185,249,10,8,25,11,6,2,0,3,11,15,196,264,20,18,28,15,7,3,0,3
Benson County,50,38,5,1,0,6660,3379,3281,1519,1379,1,0,1809,1857,0,3,1,0,49,42,1563,1415,8,3,1854,1898,0,5,4,2,3339,3244,1497,1364,1,0,1793,1838,0,3,1,0,47,39,1539,1397,8,3,1836,1876,0,5,4,2,40,37,22,15,0,0,16,19,0,0,0,0,2,3,24,18,0,0,18,22,0,0,0,0
Bent County,50,8,11,1,0,6499,4270,2229,3554,2098,495,8,125,61,46,20,3,2,47,40,3599,2135,508,14,154,88,54,31,5,9,2930,1584,2314,1521,486,5,72,21,38,18,2,2,18,17,2330,1536,493,6,83,32,39,23,3,6,1340,645,1240,577,9,3,53,40,8,2,1,0,29,23,1269,599,15,8,71,56,15,8,2,3
Benton County,450,267,71,9,0,599750,298071,301679,273128,276861,5855,5227,3731,3750,8131,8557,696,639,6530,6645,279380,283204,7365,6859,6912,6968,10181,10639,1152,1107,259805,265431,237792,243360,5272,4666,2755,2883,7812,8241,550,527,5624,5754,243174,248867,6553,6035,5420,5628,9652,10100,941,929,38266,36248,35336,33501,583,561,976,867,319,316,146,112,906,891,36206,34337,812,824,1492,1340,529,539,211,178
Benzie County,50,26,19,1,0,17525,8701,8824,8419,8526,39,35,124,131,16,30,0,0,103,102,8516,8626,66,64,189,201,32,37,3,2,8547,8676,8274,8388,39,33,118,126,15,29,0,0,101,100,8369,8486,64,61,183,195,31,36,3,2,154,148,145,138,0,2,6,5,1,1,0,0,2,2,147,140,2,3,6,6,1,1,0,0
Bergen County,50,34,3,1,0,905116,435962,469154,336119,358395,26577,31332,1786,1591,63745,69828,271,304,7464,7704,342632,364940,29742,34864,3235,3133,67695,73774,648,790,365296,394539,274929,293684,21614,25810,442,456,62942,68995,90,108,5279,5486,279419,298191,23279,27742,1295,1395,66444,72515,393,530,70666,74615,61190,64711,4963,5522,1344,1135,803,833,181,196,2185,2218,63213,66749,6463,7122,1940,1738,1251,1259,255,260
Berkeley County,100,99,18,2,0,282012,140432,141580,107994,107647,25687,27082,863,765,2367,2715,149,127,3372,3244,111084,110599,27540,28850,1836,1738,3319,3631,303,267,132306,134990,101313,102181,25016,26516,585,576,2255,2639,90,92,3047,2986,104111,104914,26664,28129,1444,1445,3140,3493,228,220,8126,6590,6681,5466,671,566,278,189,112,76,59,35,325,258,6973,5685,876,721,392,293,179,138,75,47
