CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Ashtabula County,50,39,7,4,0,101099,50581,50518,46768,47871,2416,1306,172,124,178,249,16,20,1031,948,47765,48782,3070,1912,487,419,295,358,38,40,48671,48867,45107,46442,2309,1203,130,86,168,236,10,10,947,890,46024,47298,2910,1774,412,361,278,336,31,29,1910,1651,1661,1429,107,103,42,38,10,13,6,10,84,58,1741,1484,160,138,75,58,17,22,7,11
Asotin County,50,53,3,4,0,21920,10557,11363,10046,10776,57,49,151,181,54,94,18,22,231,241,10259,10996,124,106,274,311,103,154,37,44,10213,11004,9759,10465,54,47,131,164,49,90,16,21,204,217,9946,10663,113,99,239,279,96,147,32,40,344,359,287,311,3,2,20,17,5,4,2,1,27,24,313,333,11,7,35,32,7,7,5,4
Assumption Parish,50,22,7,4,0,23175,11270,11905,7774,8002,3286,3695,71,74,38,36,10,4,91,94,7859,8086,3337,3751,104,110,51,48,12,7,10985,11688,7545,7822,3257,3671,60,69,31,34,7,4,85,88,7625,7901,3305,3722,91,105,42,45,9,6,285,217,229,180,29,24,11,5,7,2,3,0,6,6,234,185,32,29,13,5,9,3,3,1
Atascosa County,50,48,13,4,0,45473,22532,22941,21667,22095,250,242,242,230,116,118,22,31,235,225,21887,22305,310,304,398,368,145,151,31,41,8341,8711,7906,8288,155,144,78,66,65,79,9,10,128,124,8023,8403,191,180,160,141,84,96,14,16,14191,14230,13761,13807,95,98,164,164,51,39,13,21,107,101,13864,13902,119,124,238,227,61,55,17,25
Atchison County,100,49,10,8,0,22361,10902,11459,10131,10692,467,429,53,57,36,53,6,6,209,222,10335,10907,585,543,129,147,58,80,11,14,10648,11219,9908,10481,451,424,50,51,36,53,6,6,197,204,10100,10678,562,533,120,131,58,75,11,12,254,240,223,211,16,5,3,6,0,0,0,0,12,18,235,229,23,10,9,16,0,5,0,2
Athens County,50,39,9,4,0,65112,32594,32518,29932,29938,940,878,109,105,917,945,15,6,681,646,30577,30530,1206,1163,401,364,1094,1120,43,42,32059,31936,29510,29457,917,852,72,78,913,940,12,5,635,604,30111,30011,1161,1115,339,321,1086,1105,37,35,535,582,422,481,23,26,37,27,4,5,3,1,46,42,466,519,45,48,62,43,8,15,6,7
Atkinson County,50,13,3,4,0,8358,4168,4190,3279,3241,679,778,61,45,32,25,50,28,67,73,3341,3313,715,817,92,71,37,35,51,28,3046,3277,2331,2453,641,750,21,12,10,12,11,3,32,47,2359,2500,657,774,36,30,14,18,12,3,1122,913,948,788,38,28,40,33,22,13,39,25,35,26,982,813,58,43,56,41,23,17,39,25
Atlantic County,50,34,1,4,0,275078,133347,141731,96389,100937,22236,25184,952,891,10546,11370,96,89,3128,3260,98985,103579,23921,27114,1833,1870,11675,12467,262,279,109286,118011,77378,82364,19031,21822,249,248,10302,11101,25,42,2301,2434,79217,84251,20141,23143,854,946,11343,12117,148,191,24061,23720,19011,18573,3205,3362,703,643,244,269,71,47,827,826,19768,19328,3780,3971,979,924,332,350,114,88
Atoka County,50,40,5,4,0,14113,7359,6754,5460,5077,377,161,1018,976,26,34,5,2,473,504,5912,5551,454,224,1428,1420,50,65,11,8,7074,6572,5276,4964,372,161,943,924,26,34,5,2,452,487,5709,5425,443,217,1338,1355,48,64,11,8,285,182,184,113,5,0,75,52,0,0,0,0,21,17,203,126,11,7,90,65,2,1,0,0
Attala County,50,28,7,4,0,19315,9169,10146,5393,5619,3669,4401,22,28,24,38,1,3,60,57,5447,5663,3699,4431,49,54,34,53,3,4,8985,9985,5239,5486,3649,4385,17,22,22,35,1,3,57,54,5290,5527,3678,4414,42,47,32,49,3,4,184,161,154,133,20,16,5,6,2,3,0,0,3,3,157,136,21,17,7,7,2,4,0,0
Audrain County,50,29,7,4,0,25604,11794,13810,10822,12457,644,1024,44,65,74,41,3,7,207,216,11023,12663,779,1156,95,114,105,75,9,24,11393,13526,10464,12209,632,1015,32,51,74,41,1,5,190,205,10651,12404,758,1140,74,95,102,75,7,22,401,284,358,248,12,9,12,14,0,0,2,2,17,11,372,259,21,16,21,19,3,0,2,2
Audubon County,50,19,9,4,0,6018,2919,3099,2876,3053,7,7,6,7,17,15,0,1,13,16,2889,3068,9,13,11,12,22,20,1,2,2900,3071,2860,3030,6,4,4,5,17,15,0,1,13,16,2873,3045,8,10,9,10,22,20,1,2,19,28,16,23,1,3,2,2,0,0,0,0,0,0,16,23,1,3,2,2,0,0,0,0
Auglaize County,50,39,11,4,0,45819,22708,23111,22238,22680,117,67,53,44,85,97,17,8,198,215,22429,22880,219,173,125,124,120,140,23,14,22409,22850,21983,22453,103,62,41,36,82,94,11,6,189,199,22165,22638,201,163,109,105,116,137,17,11,299,261,255,227,14,5,12,8,3,3,6,2,9,16,264,242,18,10,16,19,4,3,6,3
Augusta County,50,51,15,4,0,73845,37387,36458,34741,34750,1965,966,86,82,196,225,17,11,382,424,35107,35132,2161,1199,230,243,264,305,25,22,36512,35756,33970,34139,1920,935,71,70,187,214,11,6,353,392,34308,34495,2097,1150,202,218,252,289,18,14,875,702,771,611,45,31,15,12,9,11,6,5,29,32,799,637,64,49,28,25,12,16,7,8
Aurora County,50,46,3,4,0,2714,1379,1335,1320,1298,10,4,26,19,13,5,0,0,10,9,1330,1306,11,6,34,26,14,6,0,0,1315,1293,1259,1258,9,3,24,19,13,5,0,0,10,8,1269,1265,10,5,32,25,14,6,0,0,64,42,61,40,1,1,2,0,0,0,0,0,0,1,61,41,1,1,2,1,0,0,0,0
Austin County,50,48,15,4,0,28598,14208,14390,12512,12630,1328,1382,108,110,62,79,2,1,196,188,12692,12804,1420,1471,189,184,95,112,12,11,10602,11029,9119,9482,1261,1287,32,52,49,70,2,0,139,138,9247,9611,1329,1354,87,106,72,94,10,6,3606,3361,3393,3148,67,95,76,58,13,9,0,1,57,50,3445,3193,91,117,102,78,23,18,2,5
Autauga County,50,1,1,4,0,55253,26999,28254,21454,22120,4783,5241,117,146,204,310,36,19,405,418,21834,22500,4975,5444,264,298,304,416,55,42,26294,27614,20851,21570,4743,5205,105,126,199,306,21,13,375,394,21206,21932,4918,5395,236,265,293,403,37,33,705,640,603,550,40,36,12,20,5,4,15,6,30,24,628,568,57,49,28,33,11,13,18,9
Avery County,50,37,11,4,0,17761,9690,8071,8867,7855,660,77,58,32,37,32,4,4,64,71,8925,7919,687,101,91,73,48,42,5,9,9146,7794,8362,7591,655,76,35,28,35,29,2,3,57,67,8414,7651,677,98,66,67,45,39,3,8,544,277,505,264,5,1,23,4,2,3,2,1,7,4,511,268,10,3,25,6,3,3,2,1
Avoyelles Parish,50,22,9,4,0,41818,20987,20831,13813,14333,6514,5800,265,249,96,88,0,4,299,357,14035,14585,6710,6040,400,423,137,131,18,18,20673,20498,13593,14119,6465,5733,240,227,96,86,0,3,279,330,13800,14347,6649,5956,365,390,134,126,17,17,314,333,220,214,49,67,25,22,0,2,0,1,20,27,235,238,61,84,35,33,3,5,1,1
Baca County,50,8,9,4,0,3810,1895,1915,1814,1838,12,14,30,24,1,6,0,0,38,33,1852,1870,23,24,48,39,10,14,2,2,1711,1757,1648,1701,10,12,23,17,1,6,0,0,29,21,1677,1721,19,19,36,27,9,10,1,1,184,158,166,137,2,2,7,7,0,0,0,0,9,12,175,149,4,5,12,12,1,4,1,1
Bacon County,50,13,5,4,0,11188,5562,5626,4566,4600,883,898,23,15,22,30,8,7,60,76,4623,4674,925,953,36,33,31,37,9,7,5062,5289,4115,4304,863,880,6,3,15,24,7,5,56,73,4168,4375,902,933,18,20,24,31,8,5,500,337,451,296,20,18,17,12,7,6,1,2,4,3,455,299,23,20,18,13,7,6,1,2
Bailey County,50,48,17,4,0,7192,3660,3532,3458,3363,65,38,91,81,22,16,2,8,22,26,3478,3389,78,53,98,89,26,18,2,9,1391,1458,1313,1392,44,26,8,10,16,12,0,0,10,18,1321,1410,50,36,11,16,19,14,0,0,2269,2074,2145,1971,21,12,83,71,6,4,2,8,12,8,2157,1979,28,17,87,73,7,4,2,9
Baker County,150,66,11,12,0,46452,23787,22665,20156,19708,2968,2243,151,161,128,151,7,9,377,393,20506,20072,3103,2386,351,363,184,224,28,23,23092,22016,19550,19156,2924,2208,138,138,119,149,7,9,354,356,19878,19488,3049,2336,325,322,174,213,28,23,695,649,606,552,44,35,13,23,9,2,0,0,23,37,628,584,54,50,26,41,10,11,0,0
Baldwin County,100,14,12,8,0,231755,113260,118495,92444,96216,17498,18669,763,743,966,1177,75,69,1514,1621,93855,97718,18097,19329,1492,1517,1272,1506,149,151,108238,114238,87974,92431,17283,18464,632,655,952,1163,50,56,1347,1469,89234,93800,17817,19063,1266,1339,1229,1457,108,123,5022,4257,4470,3785,215,205,131,88,14,14,25,13,167,152,4621,3918,280,266,226,178,43,49,41,28
Ballard County,50,21,7,4,0,8285,4099,4186,3882,3971,133,119,6,8,4,13,0,1,74,74,3953,4045,171,151,35,37,16,28,2,2,4045,4139,3831,3930,133,118,5,6,4,11,0,1,72,73,3900,4003,169,150,34,35,16,25,2,2,54,47,51,41,0,1,1,2,0,2,0,0,2,1,53,42,2,1,1,2,0,3,0,0
Baltimore County,50,24,5,4,0,813210,384605,428605,254899,275799,98046,119747,1631,1675,21326,22046,274,256,8429,9082,262072,283397,103122,125501,3880,4250,24165,24975,617,639,365790,411172,240359,262751,95680,117181,1007,1141,21050,21783,148,131,7546,8185,246741,269543,100229,122365,2874,3338,23713,24532,448,479,18815,17433,14540,13048,2366,2566,624,534,276,263,126,125,883,897,15331,13854,2893,3136,1006,912,452,443,169,160
Baltimore city,50,24,510,4,0,620792,292604,328188,96433,97463,181397,215010,1412,1319,7512,7891,265,211,5585,6294,100702,102143,184921,219215,3532,3775,9093,9597,523,495,277750,316129,85678,89071,179062,212691,893,973,7319,7745,106,104,4692,5545,89182,93132,182071,216439,2552,3066,8759,9323,326,342,14854,12059,10755,8392,2335,2319,519,346,193,146,159,107,893,749,11520,9011,2850,2776,980,709,334,274,197,153
Bamberg County,50,45,9,4,0,15867,7601,8266,2913,2944,4543,5174,27,32,37,36,4,2,77,78,2983,3009,4585,5225,54,62,49,45,9,4,7453,8149,2815,2867,4507,5144,21,26,37,36,1,2,72,74,2881,2928,4546,5192,46,54,49,45,5,4,148,117,98,77,36,30,6,6,0,0,3,0,5,4,102,81,39,33,8,8,0,0,4,0
Bandera County,50,48,19,4,0,20556,10194,10362,9864,10022,66,54,126,96,23,46,4,3,111,141,9972,10154,95,92,193,177,36,73,10,8,8433,8668,8186,8402,55,48,79,59,22,44,0,1,91,114,8274,8509,78,79,134,122,34,68,5,5,1761,1694,1678,1620,11,6,47,37,1,2,4,2,20,27,1698,1645,17,13,59,55,2,5,5,3
Banks County,50,13,11,4,0,18336,9252,9084,8754,8595,227,257,50,49,101,86,9,13,111,84,8858,8674,274,292,103,90,115,99,15,17,8639,8594,8205,8153,214,246,15,28,97,85,0,1,108,81,8306,8229,259,279,67,67,110,98,6,5,613,490,549,442,13,11,35,21,4,1,9,12,3,3,552,445,15,13,36,23,5,1,9,12
Banner County,50,31,7,4,0,737,376,361,370,356,0,2,2,1,0,1,0,0,4,1,374,357,1,2,3,1,2,2,0,0,362,349,356,344,0,2,2,1,0,1,0,0,4,1,360,345,1,2,3,1,2,2,0,0,14,12,14,12,0,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0,0,0
Bannock County,50,16,5,4,0,83584,41595,41989,38204,38716,406,288,1460,1403,515,603,119,99,891,880,39060,39566,583,467,1882,1819,807,888,215,181,38578,39090,35708,36320,366,260,1186,1119,488,574,101,88,729,729,36414,37025,513,409,1498,1440,749,828,180,159,3017,2899,2496,2396,40,28,274,284,27,29,18,11,162,151,2646,2541,70,58,384,379,58,60,35,22
Baraga County,50,26,13,4,0,8820,4850,3970,3435,3133,633,22,588,598,11,8,0,0,183,209,3611,3332,669,56,721,759,30,29,4,3,4798,3922,3410,3113,630,18,571,577,11,8,0,0,176,206,3579,3309,662,52,701,736,30,28,4,3,52,48,25,20,3,4,17,21,0,0,0,0,7,3,32,23,7,4,20,23,0,1,0,0
Barber County,50,20,7,4,0,4915,2495,2420,2425,2344,14,8,17,17,7,17,1,0,31,34,2456,2375,28,20,31,35,11,27,1,1,2430,2354,2365,2291,13,7,15,12,7,15,1,0,29,29,2394,2318,27,18,27,28,11,22,1,1,65,66,60,53,1,1,2,5,0,2,0,0,2,5,62,57,1,2,4,7,0,5,0,0
Barbour County,100,55,6,8,0,43825,22786,21039,15387,14555,6899,6069,132,105,83,90,33,21,252,199,15599,14739,7042,6168,258,199,116,115,37,24,21976,20450,14725,14072,6834,6016,78,70,82,88,18,10,239,194,14929,14252,6970,6112,196,162,112,112,21,12,810,589,662,483,65,53,54,35,1,2,15,11,13,5,670,487,72,56,62,37,4,3,16,12
Barnes County,50,38,3,4,0,11108,5529,5579,5292,5373,77,35,43,43,44,41,2,2,71,85,5358,5453,102,54,82,93,57,62,8,4,5448,5521,5236,5324,69,35,38,43,43,41,1,1,61,77,5292,5396,90,51,70,89,56,61,7,3,81,58,56,49,8,0,5,0,1,0,1,1,10,8,66,57,12,3,12,4,1,1,1,1
Barnstable County,50,25,1,4,0,215339,102642,112697,96312,106505,2623,2216,808,739,1141,1371,77,58,1681,1808,97851,108117,3412,3088,1392,1413,1603,1870,160,143,100043,110268,94206,104498,2443,2053,687,639,1120,1355,53,42,1534,1681,95607,105996,3137,2834,1224,1275,1565,1839,127,119,2599,2429,2106,2007,180,163,121,100,21,16,24,16,147,127,2244,2121,275,254,168,138,38,31,33,24
Barnwell County,50,45,11,4,0,22402,10709,11693,5840,6089,4575,5340,53,56,66,61,4,1,171,146,6002,6217,4675,5432,114,114,81,76,12,3,10413,11518,5619,5966,4526,5299,41,48,66,61,1,1,160,143,5771,6091,4620,5389,98,105,81,76,7,3,296,175,221,123,49,41,12,8,0,0,3,0,11,3,231,126,55,43,16,9,0,0,5,0
Barren County,50,21,9,4,0,42365,20540,21825,19168,20448,825,860,86,49,99,130,35,23,327,315,19487,20759,1002,1048,208,142,133,162,47,34,19877,21345,18654,20066,807,838,41,28,96,115,2,3,277,295,18925,20358,965,1017,141,112,121,146,10,12,663,480,514,382,18,22,45,21,3,15,33,20,50,20,562,401,37,31,67,30,12,16,37,22
Barron County,50,55,5,4,0,45910,22864,23046,22028,22240,280,180,193,227,105,149,6,1,252,249,22270,22474,373,264,306,351,163,211,19,6,22391,22584,21611,21833,268,168,171,200,103,148,4,1,234,234,21836,22052,353,249,276,313,160,209,15,6,473,462,417,407,12,12,22,27,2,1,2,0,18,15,434,422,20,15,30,38,3,2,4,0
Barrow County,50,13,13,4,0,69869,34514,35355,28572,28968,3815,4278,173,145,1242,1224,26,26,686,714,29214,29632,4176,4674,410,363,1364,1360,51,55,31132,32371,25605,26345,3668,4142,72,74,1213,1189,18,18,556,603,26127,26902,3971,4486,247,245,1318,1310,37,44,3382,2984,2967,2623,147,136,101,71,29,35,8,8,130,111,3087,2730,205,188,163,118,46,50,14,11
Barry County,100,55,24,8,0,94623,47383,47240,45794,45715,231,165,326,336,360,390,13,5,659,629,46430,46317,420,342,729,730,447,469,33,23,45171,45230,43766,43880,204,136,277,274,334,378,10,4,580,558,44326,44414,372,291,630,626,414,449,24,19,2212,2010,2028,1835,27,29,49,62,26,12,3,1,79,71,2104,1903,48,51,99,104,33,20,9,4
Bartholomew County,50,18,5,4,0,77630,38313,39317,34939,36408,881,696,223,161,1719,1446,36,27,515,579,35423,36956,1159,1009,400,358,1816,1557,62,52,35658,37198,32617,34506,792,624,74,80,1710,1439,22,17,443,532,33036,35012,1039,914,212,254,1795,1540,42,42,2655,2119,2322,1902,89,72,149,81,9,7,14,10,72,47,2387,1944,120,95,188,104,21,17,20,10
Barton County,100,49,20,8,0,40050,19724,20326,18853,19447,281,247,186,185,39,88,10,13,355,346,19198,19773,403,353,391,389,78,145,25,22,17595,18396,16923,17692,221,188,114,134,36,84,4,6,297,292,17213,17969,323,278,279,306,71,132,15,11,2129,1930,1930,1755,60,59,72,51,3,4,6,7,58,54,1985,1804,80,75,112,83,7,13,10,11
Bartow County,50,13,15,4,0,100292,49579,50713,42946,43600,5047,5468,284,288,370,449,47,43,885,865,43775,44405,5474,5914,643,614,504,584,86,77,45401,47133,39328,40506,4851,5281,129,155,351,430,30,25,712,736,39991,41188,5214,5672,391,420,469,549,59,55,4178,3580,3618,3094,196,187,155,133,19,19,17,18,173,129,3784,3217,260,242,252,194,35,35,27,22
Bastrop County,50,48,21,4,0,75147,38385,36762,33394,32255,3190,2774,685,594,295,343,59,51,762,745,34104,32935,3495,3082,1049,954,421,462,97,91,25216,25034,21293,21540,2949,2534,178,152,227,270,30,29,539,509,21794,22011,3182,2759,410,371,326,356,57,57,13169,11728,12101,10715,241,240,507,442,68,73,29,22,223,236,12310,10924,313,323,639,583,95,106,40,34
Bates County,50,29,13,4,0,17019,8426,8593,8121,8358,114,51,65,53,9,19,2,0,115,112,8235,8467,147,83,131,118,24,36,6,3,8243,8460,7963,8242,110,47,54,46,9,19,2,0,105,106,8067,8345,140,77,114,108,23,36,6,2,183,133,158,116,4,4,11,7,0,0,0,0,10,6,168,122,7,6,17,10,1,0,0,1
Bath County,100,72,28,8,0,16368,8116,8252,7791,7949,224,172,19,17,6,20,8,4,68,90,7858,8034,254,214,50,54,14,40,9,5,7957,8141,7662,7857,210,163,10,14,5,19,2,0,68,88,7729,7940,240,204,41,50,13,39,3,1,159,111,129,92,14,9,9,3,1,1,6,4,0,2,129,94,14,10,9,4,1,1,6,4
Baxter County,50,5,5,4,0,41273,19872,21401,19342,20803,52,39,135,126,71,126,7,11,265,296,19594,21085,101,87,328,357,104,167,19,18,19502,21033,19021,20473,49,35,117,111,69,122,5,11,241,281,19250,20741,93,78,293,330,99,161,14,17,370,368,321,330,3,4,18,15,2,4,2,0,24,15,344,344,8,9,35,27,5,6,5,1
Bay County,100,38,22,8,0,277144,136630,140514,120279,123101,10252,10337,914,955,1685,2487,109,92,3391,3542,123419,126366,11756,11943,2098,2247,2641,3464,270,254,129656,133754,114286,117352,9888,9959,743,781,1630,2426,85,75,3024,3161,117088,120274,11221,11367,1772,1902,2525,3348,220,221,6974,6760,5993,5749,364,378,171,174,55,61,24,17,367,381,6331,6092,535,576,326,345,116,116,50,33
Bayfield County,50,55,7,4,0,15106,7757,7349,6751,6341,45,19,747,737,14,34,1,0,199,218,6945,6547,73,51,895,912,38,63,6,2,7654,7263,6693,6286,44,18,709,710,14,34,1,0,193,215,6881,6490,70,49,854,882,37,63,6,2,103,86,58,55,1,1,38,27,0,0,0,0,6,3,64,57,3,2,41,30,1,0,0,0
Baylor County,50,48,23,4,0,3711,1772,1939,1693,1848,46,50,8,8,0,5,1,2,24,26,1715,1873,58,61,16,19,6,12,1,2,1557,1687,1492,1610,41,43,5,5,0,5,1,2,18,22,1509,1632,50,51,10,16,5,10,1,2,215,252,201,238,5,7,3,3,0,0,0,0,6,4,206,241,8,10,6,3,1,2,0,0
Beadle County,50,46,5,4,0,17742,8963,8779,8100,8045,133,81,106,106,492,391,14,15,118,141,8210,8178,188,151,165,171,506,407,19,19,8155,8115,7393,7473,100,50,82,80,489,388,5,7,86,117,7474,7583,143,114,125,127,497,403,7,10,808,664,707,572,33,31,24,26,3,3,9,8,32,24,736,595,45,37,40,44,9,4,12,9
Bear Lake County,50,16,7,4,0,5963,2974,2989,2919,2915,5,7,21,23,7,17,0,1,22,26,2941,2941,10,12,32,37,13,26,1,1,2842,2888,2800,2825,3,6,11,15,6,16,0,1,22,25,2822,2850,8,10,22,29,12,25,1,1,132,101,119,90,2,1,10,8,1,1,0,0,0,1,119,91,2,2,10,8,1,1,0,0
Beaufort County,100,82,26,8,0,211649,103528,108121,79448,80806,20670,23758,607,532,972,1266,114,119,1717,1640,80957,82219,21672,24739,1136,1029,1422,1688,221,222,91356,97664,68855,71821,19924,23050,256,223,875,1160,45,45,1401,1365,70084,72996,20757,23869,651,615,1251,1520,128,126,12172,10457,10593,8985,746,708,351,309,97,106,69,74,316,275,10873,9223,915,870,485,414,171,168,93,96
Beauregard Parish,50,22,11,4,0,36073,18411,17662,15014,14775,2635,2098,205,184,93,151,12,12,452,442,15423,15158,2851,2315,411,385,170,235,34,29,17885,17098,14628,14355,2595,2036,172,164,90,142,10,9,390,392,14983,14698,2784,2225,343,344,158,215,29,23,526,564,386,420,40,62,33,20,3,9,2,3,62,50,440,460,67,90,68,41,12,20,5,6
Beaver County,150,131,15,12,0,182537,88548,93989,81219,86042,5229,5603,204,197,361,527,39,32,1496,1588,82640,87534,6241,6697,566,573,570,749,76,79,86509,92011,79460,84315,5143,5514,136,145,352,513,29,22,1389,1502,80776,85727,6091,6556,461,491,555,727,62,64,2039,1978,1759,1727,86,89,68,52,9,14,10,10,107,86,1864,1807,150,141,105,82,15,22,14,15
Beaverhead County,50,30,1,4,0,9207,4715,4492,4479,4313,26,11,78,73,16,23,27,12,89,60,4560,4369,41,22,141,113,34,35,33,14,4511,4362,4298,4197,21,9,65,66,16,23,27,12,84,55,4374,4248,35,19,125,102,33,34,32,14,204,130,181,116,5,2,13,7,0,0,0,0,5,5,186,121,6,3,16,11,1,1,1,0
Becker County,50,27,5,4,0,32819,16457,16362,14570,14445,93,76,1228,1279,60,76,4,5,502,481,15060,14911,159,139,1628,1659,108,127,14,13,16188,16141,14406,14309,83,67,1162,1224,58,76,4,3,475,462,14870,14757,142,121,1544,1593,105,127,12,10,269,221,164,136,10,9,66,55,2,0,0,2,27,19,190,154,17,18,84,66,3,0,2,3
Beckham County,50,40,9,4,0,22326,11958,10368,10483,9467,731,188,343,352,137,67,2,0,262,294,10722,9736,816,276,529,554,156,96,11,7,10115,9447,8817,8691,687,171,265,287,131,62,2,0,213,236,9012,8908,759,242,415,447,144,88,8,5,1843,921,1666,776,44,17,78,65,6,5,0,0,49,58,1710,828,57,34,114,107,12,8,3,2
Bedford County,150,140,31,12,0,170240,84209,86031,77603,79179,4587,4662,337,333,613,783,54,48,1015,1026,78569,80134,5146,5230,665,659,802,988,88,88,80533,82806,74450,76463,4380,4477,171,180,556,730,27,21,949,935,75360,77337,4909,4994,468,475,733,913,56,53,3676,3225,3153,2716,207,185,166,153,57,53,27,27,66,91,3209,2797,237,236,197,184,69,75,32,35
Bee County,50,48,25,4,0,32309,19350,12959,16464,12296,2482,268,118,111,98,106,17,14,171,164,16619,12448,2550,333,197,182,132,140,27,23,9315,4723,6675,4300,2409,198,36,27,86,90,9,7,100,101,6765,4396,2452,238,78,68,110,111,14,14,10035,8236,9789,7996,73,70,82,84,12,16,8,7,71,63,9854,8052,98,95,119,114,22,29,13,9
Belknap County,50,33,1,4,0,60281,29620,30661,28647,29667,199,134,79,70,328,396,6,6,361,388,28992,30035,312,260,250,254,423,496,18,21,29215,30259,28296,29317,180,118,71,64,322,394,1,5,345,361,28628,29660,286,225,234,240,415,489,10,19,405,402,351,350,19,16,8,6,6,2,5,1,16,27,364,375,26,35,16,14,8,7,8,2
Bell County,100,69,40,8,0,344754,170363,174391,121541,122419,35328,35937,1854,1733,3837,5873,1357,1441,6446,6988,127057,128326,39014,40039,3437,3507,5994,8173,1929,2077,134826,138960,91923,93411,32566,32676,813,772,3410,5445,1115,1211,4999,5445,96169,97973,35467,35914,1899,2006,5186,7343,1556,1702,35537,35431,29618,29008,2762,3261,1041,961,427,428,242,230,1447,1543,30888,30353,3547,4125,1538,1501,808,830,373,375
Belmont County,50,39,13,4,0,70065,35437,34628,32608,33372,2232,583,49,49,125,132,8,2,415,490,33011,33834,2483,876,177,207,185,199,16,18,35121,34426,32331,33195,2212,574,48,47,125,130,4,2,401,478,32721,33645,2456,859,171,203,182,196,12,17,316,202,277,177,20,9,1,2,0,2,4,0,14,12,290,189,27,17,6,4,3,3,4,1
Beltrami County,50,27,7,4,0,45098,22567,22531,16896,16839,183,109,4636,4699,136,174,14,6,702,704,17563,17504,358,271,5121,5197,235,267,29,26,22161,22168,16696,16662,178,100,4489,4558,134,171,14,6,650,671,17313,17296,341,253,4935,5033,230,261,27,25,406,363,200,177,5,9,147,141,2,3,0,0,52,33,250,208,17,18,186,164,5,6,2,1
Ben Hill County,50,13,17,4,0,17590,8408,9182,5399,5576,2806,3359,50,49,67,71,4,4,82,123,5479,5687,2852,3419,74,94,80,95,5,11,7824,8715,4898,5176,2772,3329,19,33,60,66,2,0,73,111,4969,5275,2812,3384,41,74,72,88,3,6,584,467,501,400,34,30,31,16,7,5,2,4,9,12,510,412,40,35,33,20,8,7,2,5
Benewah County,50,16,9,4,0,9165,4654,4511,4025,3895,21,14,424,407,10,20,4,3,170,172,4193,4066,39,37,554,533,29,41,11,7,4505,4388,3933,3816,18,12,382,381,10,20,4,3,158,156,4090,3971,35,30,503,500,27,38,10,6,149,123,92,79,3,2,42,26,0,0,0,0,12,16,103,95,4,7,51,33,2,3,1,1
Bennett County,50,46,7,4,0,3440,1701,1739,605,559,3,5,1030,1072,3,13,2,1,58,89,662,647,14,15,1075,1147,7,21,2,1,1652,1702,585,550,2,5,1008,1048,3,13,2,1,52,85,636,634,12,13,1048,1121,7,21,2,1,49,37,20,9,1,0,22,24,0,0,0,0,6,4,26,13,2,2,27,26,0,0,0,0
Bennington County,50,50,3,4,0,36833,17866,18967,17258,18392,180,143,75,39,127,146,10,11,216,236,17470,18624,256,227,173,149,175,197,17,16,17611,18666,17062,18136,169,133,47,29,121,144,10,6,202,218,17261,18352,236,204,137,132,169,193,17,11,255,301,196,256,11,10,28,10,6,2,0,5,14,18,209,272,20,23,36,17,6,4,0,5
Benson County,50,38,5,4,0,6696,3419,3277,1527,1366,2,2,1826,1854,5,3,1,0,58,52,1584,1415,11,6,1867,1893,15,15,2,1,3369,3227,1509,1349,2,2,1796,1824,5,3,1,0,56,49,1564,1395,10,5,1836,1862,15,14,2,1,50,50,18,17,0,0,30,30,0,0,0,0,2,3,20,20,1,1,31,31,0,1,0,0
Bent County,50,8,11,4,0,6325,4179,2146,3474,2010,474,9,130,68,50,19,3,2,48,38,3518,2048,485,18,160,89,60,27,4,4,2862,1517,2262,1452,462,5,74,24,42,17,2,2,20,17,2279,1469,469,9,86,33,46,21,2,2,1317,629,1212,558,12,4,56,44,8,2,1,0,28,21,1239,579,16,9,74,56,14,6,2,2
